Unnamed: 0,sex_recorded_in_1997,marriage_or_cohabitation_status_in_2002,highest_degree_by_2002,college_enrollment_status_in_2002,jobs_held_in_2002,household_size_in_1997,parent_or_guardian_relationship_at_age_12,raised_in_urban_or_rural_area,homeless_for_2+_nights_over_last_5_years,any_adult_household_member_jailed_in_last_5_years,recieved_food_stamps_in_2002,victim_of_violent_crime_in_last_5_years,i_often_prey_to_god_for_help,god_has_nothing_to_do_with_me_personally,how_much_time_in_last_month_when_nothing_cheers_you_up,used_marijuana_in_last_4_years,used_cocaine_or_other_hard_drug_in_last_4_years,used_any_drug_in_last_4_years,ever_arrested_in_last_5_years,number_of_arrests_in_last_5_years,target,ever_convicted_in_last_5_years,weight_in_lbs,age,height_total_inches,race
393,male,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",3,6,both biological parents,rural,False,False,True,False,False,True,some of the time,True,False,True,True,5,1,True,187.0,,,white
394,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,1,4,both biological parents,rural,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,180.0,,,white
395,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",4,4,"biological dad, marital status unknown",urban,False,False,False,False,True,False,some of the time,True,True,True,True,4,1,True,145.0,,,white
396,female,"never married, not cohabiting",GED,"not enrolled, GED",3,4,"biological dad, marital status unknown",urban,False,True,False,True,False,False,most of the time,True,False,True,True,1,1,True,145.0,,,white
397,male,"never married, not cohabiting",GED,"not enrolled, GED",0,4,adoptive parent(s),urban,False,False,False,False,False,False,none of the time,True,False,True,True,2,0,True,187.0,,,white
398,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",4,5,both biological parents,Unknown,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,165.0,,,white
399,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,Unknown,Unknown,False,False,False,False,True,False,none of the time,True,True,True,True,1,1,False,137.0,,,white
400,male,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",0,4,adoptive parent(s),rural,True,True,False,False,True,False,none of the time,True,False,True,True,3,1,True,220.0,,,black
401,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,4,adoptive parent(s),rural,False,True,False,False,True,False,none of the time,True,False,True,True,5,1,True,170.0,,,black
402,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,5,"biological mother, marital status unknown",urban,False,False,False,True,False,False,none of the time,False,False,False,True,1,0,False,257.5,,,black
403,male,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,5,"biological mother, marital status unknown",urban,False,False,False,False,False,False,none of the time,True,False,True,True,2,1,True,180.0,,,black
404,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,4,"other adults, biological parent status unknown, not group quarters",urban,False,False,False,False,True,False,all of the time,True,False,True,True,1,0,False,240.0,,,black
405,female,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",3,4,"other adults, biological parent status unknown, not group quarters",urban,False,True,False,False,True,False,most of the time,True,True,True,True,2,0,True,212.0,,,black
406,male,"never married, not cohabiting",GED,"not enrolled, GED",1,3,"biological mother, marital status unknown",urban,False,False,False,True,True,False,most of the time,True,False,True,True,4,1,True,170.0,,,white
407,female,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,3,"biological mother, marital status unknown",urban,False,False,True,True,True,False,none of the time,True,True,True,True,12,0,True,105.0,,,white
408,female,"separated, cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,4,"biological mother, marital status unknown",urban,False,False,True,False,True,False,some of the time,False,False,False,True,5,0,True,162.0,,,white
409,male,"never married, not cohabiting",GED,"not enrolled, GED",1,4,both biological parents,urban,False,False,False,False,False,False,some of the time,True,True,True,True,1,1,True,130.0,,,white
410,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",1,4,Unknown,Unknown,False,True,False,False,True,False,some of the time,True,True,True,True,1,0,False,140.0,,,white
411,male,"never married, not cohabiting",GED,"not enrolled, GED",3,4,group quarters,urban,False,False,False,False,False,True,all of the time,True,True,True,True,1,0,True,185.0,,,white
412,female,"married, spouse present",high school diploma (HS),enrolled in a 2-year college,2,4,"biological mother, marital status unknown",urban,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,True,230.0,,,white
413,male,"never married, not cohabiting",GED,"not enrolled, GED",3,4,Unknown,Unknown,False,False,False,True,True,False,none of the time,True,True,True,True,1,1,False,186.0,,,white
414,female,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,6,Unknown,Unknown,False,False,False,False,True,True,all of the time,True,True,True,True,10,0,True,110.0,,,white
415,female,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",4,6,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,False,True,True,4,0,True,120.0,,,white
416,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,Unknown,Unknown,False,False,False,False,False,False,none of the time,True,True,True,True,2,0,True,230.0,,,white
417,female,"never married, cohabiting",GED,"not enrolled, GED",2,4,"biological mother, marital status unknown",urban,False,False,False,False,True,False,some of the time,True,True,True,True,1,0,False,105.0,,,white
418,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",1,8,Unknown,Unknown,False,False,False,False,False,False,none of the time,True,True,True,True,1,0,False,137.0,,,asian or pacific islander
419,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,2,4,both biological parents,urban,False,False,False,True,False,True,none of the time,True,False,True,True,2,1,True,162.0,,,white
420,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,6,"biological mother, marital status unknown",urban,False,False,False,False,False,True,some of the time,True,False,True,True,2,0,True,190.0,,,white
421,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,4,both biological parents,urban,False,False,False,False,True,True,some of the time,False,False,False,True,3,1,True,170.0,,,white
422,female,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,6,"biological mother, marital status unknown",Unknown,False,False,False,False,False,True,none of the time,False,False,False,True,2,0,True,195.0,,,white
423,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,4,"biological father, other parent present",Unknown,False,False,False,True,True,False,some of the time,True,True,True,True,2,0,True,155.0,,,white
424,female,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,3,"biological mother, other parent present",urban,False,True,False,False,True,False,none of the time,True,True,True,True,4,0,False,110.0,,,white
425,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,5,both biological parents,urban,False,False,False,False,True,True,none of the time,True,False,True,True,1,0,False,160.0,,,white
426,female,"married, spouse absent",Unknown,"not enrolled, no high school degree, no GED",1,5,"biological mother, marital status unknown",Unknown,False,False,False,False,True,True,none of the time,True,True,True,True,1,1,False,120.0,,,white
427,male,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",2,3,"biological mother, marital status unknown",urban,False,False,False,False,False,False,none of the time,True,True,True,True,2,0,False,250.0,,,white
428,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,4,both biological parents,urban,False,False,False,False,True,False,some of the time,True,True,True,True,2,0,True,162.0,,,white
429,male,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,5,"biological mother, marital status unknown",urban,False,False,False,False,True,True,none of the time,False,False,False,True,4,1,True,160.0,,,white
430,female,"divorced, cohabiting",GED,"not enrolled, GED",1,3,Unknown,Unknown,False,False,False,True,False,True,most of the time,False,False,False,True,1,1,False,160.0,,,white
431,male,"never married, not cohabiting",GED,"not enrolled, GED",4,7,"biological mother, marital status unknown",rural,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,False,185.0,,,white
432,male,"never married, not cohabiting",GED,"not enrolled, GED",1,4,Unknown,Unknown,False,False,False,False,True,False,none of the time,True,True,True,True,1,0,True,162.0,,,white
433,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,3,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,True,154.0,,,white
434,male,"never married, not cohabiting",GED,"not enrolled, GED",0,6,"biological mother, marital status unknown",urban,False,True,False,False,False,True,none of the time,False,False,False,True,2,0,True,187.0,,,white
435,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,14,"biological mother, marital status unknown",urban,False,True,False,False,False,False,none of the time,False,False,False,True,9,0,True,180.0,,,black
436,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",3,4,both biological parents,urban,False,False,False,True,False,True,some of the time,False,False,False,True,1,0,True,187.0,,,white
437,male,"never married, not cohabiting",GED,"not enrolled, GED",4,5,"biological mother, marital status unknown",urban,False,False,True,False,True,False,none of the time,True,True,True,True,4,0,True,165.0,,,white
438,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,1,4,"biological mother, marital status unknown",rural,False,False,False,False,False,True,none of the time,True,False,True,True,1,0,True,250.0,,,white
439,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",2,4,both biological parents,rural,False,False,False,False,False,True,none of the time,False,False,False,True,1,0,True,212.0,,,white
440,male,"never married, not cohabiting",Unknown,"not enrolled, high school degree",3,5,Unknown,Unknown,False,False,False,False,False,True,none of the time,True,False,True,True,1,0,True,135.0,,,white
441,male,"married, spouse present",high school diploma (HS),"not enrolled, high school degree",3,7,both biological parents,Unknown,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,False,145.0,,,white
442,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",5,6,"biological mother, marital status unknown",urban,False,False,False,False,False,False,some of the time,True,False,True,True,1,1,True,180.0,,,black
443,male,"never married, cohabiting",GED,"not enrolled, GED",2,5,"biological dad, marital status unknown",urban,False,False,True,True,False,True,some of the time,True,True,True,True,2,0,False,210.0,,,white
444,female,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",3,6,Unknown,urban,False,False,True,False,True,False,some of the time,False,False,False,True,1,0,False,135.0,,,mixed-race
445,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",2,6,"biological mother, marital status unknown",rural,False,False,False,False,False,True,none of the time,True,True,True,True,1,1,False,130.0,,,white
446,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,5,"biological mother, marital status unknown",rural,False,False,False,False,False,True,none of the time,True,False,True,True,1,1,True,155.0,,,white
447,male,"never married, not cohabiting",GED,"not enrolled, GED",1,4,both biological parents,rural,False,False,False,False,False,False,none of the time,True,False,True,True,4,0,True,162.0,,,white
448,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",3,4,"biological mother, marital status unknown",urban,False,False,False,False,True,False,some of the time,True,False,True,True,5,0,True,160.0,,,white
449,male,"never married, cohabiting",GED,"not enrolled, GED",2,4,"biological mother, marital status unknown",urban,False,False,False,False,True,True,none of the time,True,True,True,True,1,0,False,170.0,,,white
450,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",6,4,"biological mother, marital status unknown",urban,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,True,162.0,,,white
451,female,"never married, cohabiting",high school diploma (HS),enrolled in a 4-year college,3,2,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,True,135.0,,,white
452,male,"married, spouse present",Unknown,"not enrolled, no high school degree, no GED",3,5,"biological mother, marital status unknown",Unknown,False,False,False,False,True,True,some of the time,True,False,True,True,2,0,True,237.0,,,white
453,male,"never married, not cohabiting",GED,"not enrolled, GED",1,5,"biological mother, marital status unknown",urban,False,True,False,False,False,True,none of the time,True,False,True,True,2,1,False,157.0,,,white
454,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,1,5,"other adults, biological parent status unknown, not group quarters",urban,False,False,False,False,True,False,none of the time,True,False,True,True,2,0,True,130.0,,,white
455,female,"never married, cohabiting",high school diploma (HS),enrolled in a graduate program,3,6,both biological parents,urban,False,False,False,False,True,False,none of the time,True,True,True,True,1,0,False,162.0,,,white
456,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",1,3,"biological mother, marital status unknown",urban,False,False,True,False,True,False,some of the time,False,False,False,True,1,0,False,162.0,,,white
457,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,4,both biological parents,urban,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,True,215.0,,,white
458,female,"divorced, not cohabiting",GED,"not enrolled, GED",1,5,"biological mother, marital status unknown",urban,False,True,True,False,True,False,none of the time,True,True,True,True,3,1,False,155.0,,,hispanic
459,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",0,5,"biological mother, marital status unknown",urban,False,False,True,False,True,False,none of the time,False,False,False,True,3,0,True,140.0,,,hispanic
460,male,"never married, cohabiting",GED,"not enrolled, GED",4,6,"biological mother, marital status unknown",urban,False,False,False,False,False,True,none of the time,True,True,True,True,1,0,False,204.0,,,white
461,female,"married, spouse present",high school diploma (HS),enrolled in a 4-year college,1,3,both biological parents,urban,False,False,False,False,True,False,none of the time,True,True,True,True,1,0,False,145.0,,,white
462,male,"never married, not cohabiting",GED,"not enrolled, GED",2,4,"biological mother, marital status unknown",urban,False,False,False,False,False,False,some of the time,True,False,True,True,2,0,False,162.0,,,white
463,female,"married, spouse present",high school diploma (HS),"not enrolled, some college",0,2,"biological dad, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,True,True,True,1,0,False,115.0,,,white
464,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",1,5,both biological parents,urban,False,False,False,False,False,True,none of the time,False,False,False,True,1,1,False,160.0,,,white
465,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,2,3,"other adults, biological parent status unknown, not group quarters",urban,False,False,False,False,True,False,none of the time,False,False,False,True,1,1,False,130.0,,,white
466,male,"married, spouse present",Unknown,"not enrolled, no high school degree, no GED",0,3,both biological parents,urban,False,False,False,False,True,False,none of the time,True,False,True,True,2,0,True,210.0,,,white
467,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,6,"biological mother, marital status unknown",urban,False,True,True,False,True,False,all of the time,True,False,True,True,8,0,True,160.0,,,black
468,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,2,3,adoptive parent(s),urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,257.5,,,white
469,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",3,5,both biological parents,rural,False,False,False,False,False,False,none of the time,True,False,True,True,1,0,False,158.0,,,white
470,male,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,2,"biological dad, marital status unknown",rural,False,False,True,True,True,False,none of the time,True,False,True,True,1,0,True,130.0,,,white
471,male,"never married, cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",1,5,Unknown,Unknown,False,False,False,False,False,False,none of the time,True,False,True,True,1,0,False,145.0,,,white
472,female,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",2,7,both biological parents,urban,False,False,False,False,True,False,none of the time,True,False,True,True,2,0,True,140.0,,,hispanic
473,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,5,"biological mother, marital status unknown",urban,False,False,False,False,True,True,some of the time,True,False,True,True,1,0,True,135.0,,,white
474,female,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",1,6,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,True,162.0,,,white
475,female,"married, spouse present",high school diploma (HS),"not enrolled, high school degree",4,3,both biological parents,urban,False,False,False,False,True,False,none of the time,True,False,True,True,2,0,False,180.0,,,white
476,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,2,4,both biological parents,urban,False,False,False,False,False,True,none of the time,False,False,False,True,1,0,False,210.0,,,white
477,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,2,5,both biological parents,urban,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,False,187.0,,,white
478,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,4,3,"biological dad, marital status unknown",urban,False,False,False,False,True,False,some of the time,True,True,True,True,1,0,True,120.0,,,white
479,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,7,"biological dad, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,257.5,,,hispanic
480,male,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,9,"other adults, biological parent status unknown, not group quarters",urban,True,False,True,True,True,True,most of the time,True,False,True,True,2,1,False,162.0,,,black
481,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,9,"biological mother, marital status unknown",urban,False,False,False,False,True,True,all of the time,True,True,True,True,11,0,True,170.0,,,black
482,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,3,"biological dad, marital status unknown",urban,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,False,165.0,,,hispanic
483,male,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,3,adoptive parent(s),urban,False,False,False,False,True,True,some of the time,True,False,True,True,1,1,False,187.0,,,black
484,male,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,4,Unknown,Unknown,False,False,True,False,False,False,none of the time,True,False,True,True,2,0,True,257.5,,,hispanic
485,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",1,4,Unknown,Unknown,False,False,False,False,True,True,some of the time,True,False,True,True,1,1,False,162.0,,,white
486,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,6,4,both biological parents,urban,False,False,False,True,False,False,most of the time,True,True,True,True,1,0,False,108.0,,,white
487,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,2,4,both biological parents,rural,False,False,False,False,True,True,most of the time,True,True,True,True,2,0,False,160.0,,,white
488,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",1,4,"biological mother, marital status unknown",urban,False,False,False,False,True,True,all of the time,True,True,True,True,1,0,False,212.0,,,white
489,female,"separated, cohabiting",GED,"not enrolled, GED",0,3,Unknown,Unknown,False,True,True,True,True,False,most of the time,True,True,True,True,3,0,False,110.0,,,white
490,female,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",2,4,Unknown,Unknown,False,True,False,False,False,False,some of the time,True,True,True,True,1,0,True,190.0,,,mixed-race
491,male,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,4,"biological dad, marital status unknown",rural,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,False,145.0,,,white
492,male,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",5,5,both biological parents,rural,False,False,False,True,False,False,most of the time,True,False,True,True,2,1,False,195.0,,,white
493,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,4,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,True,True,True,3,1,True,140.0,,,white
494,male,"never married, not cohabiting",GED,"not enrolled, GED",4,4,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,True,144.0,,,white
495,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,1,4,Unknown,Unknown,False,False,False,False,True,False,some of the time,True,True,True,True,1,0,True,128.0,,,white
496,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",4,4,both biological parents,urban,False,False,False,False,False,True,some of the time,True,True,True,True,4,1,True,190.0,,,white
497,female,"married, spouse present",high school diploma (HS),"not enrolled, some college",1,3,"biological mother, other parent present",urban,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,False,165.0,,,white
498,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,3,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,1,False,155.0,,,black
499,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,"biological mother, marital status unknown",Unknown,False,True,False,True,False,True,some of the time,True,False,True,True,1,0,True,180.0,,,black
500,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",1,9,"biological mother, marital status unknown",rural,False,False,False,False,True,False,none of the time,True,True,True,True,1,0,True,130.0,,,black
501,female,"never married, cohabiting",GED,"not enrolled, GED",2,4,"biological mother, other parent present",rural,False,False,True,True,True,False,none of the time,False,False,False,True,5,1,True,137.0,,,white
502,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,2,"biological mother, marital status unknown",rural,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,False,187.0,,,white
503,male,"never married, not cohabiting",GED,"not enrolled, GED",1,2,"other adults, biological parent status unknown, not group quarters",rural,False,False,False,True,False,False,none of the time,True,False,True,True,1,1,False,230.0,,,white
504,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",0,3,"biological mother, marital status unknown",urban,False,False,False,False,False,True,none of the time,True,True,True,True,1,0,False,205.0,,,black
505,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,1,5,Unknown,Unknown,False,False,False,False,False,True,some of the time,True,True,True,True,1,1,False,155.0,,,white
506,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",0,5,both biological parents,urban,False,False,False,False,False,False,some of the time,True,False,True,True,1,0,False,257.5,,,white
507,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,3,"biological mother, marital status unknown",urban,False,False,False,False,True,True,all of the time,True,False,True,True,1,1,False,145.0,,,white
508,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,3,"biological dad, marital status unknown",rural,False,True,False,False,False,False,some of the time,False,False,False,True,1,1,True,190.0,,,white
509,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",3,3,"biological dad, marital status unknown",rural,False,True,False,False,True,False,none of the time,True,False,True,True,3,0,True,180.0,,,white
510,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",3,2,"biological mother, marital status unknown",urban,True,False,False,False,False,False,none of the time,True,False,True,True,1,1,False,160.0,,,white
511,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,3,3,both biological parents,Unknown,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,True,165.0,,,black
512,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",3,3,"other adults, biological parent status unknown, not group quarters",rural,False,False,False,False,True,False,all of the time,False,False,False,True,1,0,True,151.0,,,black
513,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",4,4,both biological parents,urban,False,False,False,False,True,False,some of the time,True,False,True,True,2,0,False,257.5,,,black
514,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,1,4,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,True,170.0,,,hispanic
515,female,"married, spouse present",GED,"not enrolled, GED",4,5,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,True,135.0,,,white
516,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",3,5,"biological mother, marital status unknown",urban,True,False,False,False,False,False,some of the time,True,True,True,True,1,0,True,190.0,,,white
517,male,"never married, not cohabiting",Unknown,"not enrolled, high school degree",2,5,both biological parents,urban,False,False,False,False,True,False,some of the time,True,True,True,True,3,0,True,185.0,,,white
518,female,"married, spouse present",GED,"not enrolled, GED",3,4,Unknown,Unknown,False,False,False,False,True,False,some of the time,False,False,False,True,4,0,True,158.0,,,white
519,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",4,4,Unknown,Unknown,False,False,False,False,True,False,some of the time,True,True,True,True,1,0,False,257.5,,,white
520,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",4,6,"biological mother, other parent present",urban,False,False,False,False,True,False,none of the time,True,True,True,True,1,0,False,137.0,,,white
521,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,3,3,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,162.0,,,black
522,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,5,Unknown,Unknown,True,False,False,False,False,True,some of the time,True,True,True,True,8,0,True,230.0,,,black
523,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,2,5,"biological mother, marital status unknown",urban,False,True,False,True,True,False,none of the time,False,False,False,True,1,0,False,140.0,,,hispanic
524,male,"never married, cohabiting",GED,enrolled in a 2-year college,3,4,"biological mother, marital status unknown",urban,False,False,False,False,False,True,some of the time,False,False,False,True,2,0,True,180.0,,,hispanic
525,female,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,4,Unknown,Unknown,False,False,False,False,True,False,most of the time,False,False,False,True,8,1,False,132.0,,,mixed-race
526,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,0,3,both biological parents,urban,False,False,False,False,False,False,some of the time,False,False,False,True,1,0,False,230.0,,,hispanic
527,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",1,4,"biological mother, marital status unknown",urban,False,False,False,False,True,True,most of the time,False,True,True,True,2,1,True,140.0,,,hispanic
528,male,"never married, not cohabiting",GED,"not enrolled, GED",1,5,"biological dad, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,False,True,True,5,0,True,162.0,,,hispanic
529,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,5,"biological mother, marital status unknown",Unknown,False,False,False,False,True,False,none of the time,False,False,False,True,2,1,True,170.0,,,hispanic
530,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,5,3,both biological parents,urban,False,False,False,True,True,False,some of the time,True,True,True,True,1,0,False,115.0,,,white
531,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",4,6,"biological mother, marital status unknown",Unknown,False,False,False,False,False,False,none of the time,False,False,False,True,1,0,True,210.0,,,white
532,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",1,6,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,True,True,True,6,0,True,187.0,,,white
533,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,5,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,False,True,True,3,0,True,160.0,,,black
534,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,4,both biological parents,urban,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,False,160.0,,,black
535,female,"never married, cohabiting",high school diploma (HS),enrolled in a 2-year college,3,4,both biological parents,urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,110.0,,,black
536,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",3,4,both biological parents,urban,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,False,120.0,,,black
537,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",1,2,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,False,False,False,True,2,1,True,185.0,,,black
538,male,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,3,"other adults, biological parent status unknown, not group quarters",urban,False,True,False,False,True,True,none of the time,True,False,True,True,5,0,True,257.5,,,black
539,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",3,5,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,False,134.0,,,black
540,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,"other adults, biological parent status unknown, not group quarters",urban,False,False,False,False,True,True,none of the time,True,False,True,True,2,0,False,145.0,,,black
