Sex,Birth year,Birth month,Ethnicity,Race,Weight (lbs),Marital Status,Education,College,Total jobs in past year,Household size,Homeless last 5 yrs,Family in Jail last 5 yrs,On foodstamps,Violent crime victim in past 5 yrs,Pray to God,Believe in God,Depressed,Marijuana use in last 4 yrs,Cocaine use in last 4 yrs,Any drug use in last 4 yrs,Arrest count by 2002,Recidivism arrested,Convicted by 2002,Recidivism convicted,Recidivism prediction by police,Short description,Long description,Height (cm)
Female,1982,October,Black,Black,120.0,Never married cohabiting,HS Diploma,"Not enrolled, HS graduate",2,3,No,No,No,No,Yes,No,Never,No,No,No,1,No,No,No,No,The person is a 20-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is a 20-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 1 inch and weighs 120 lbs. She has never been married and is currently not living alone. She has a high school diploma and is not enrolled in college. She has held 2 jobs during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 3, in an urban area. She considers that God has something to do with what happens to her personally.",155
Male,1981,June,Non-Black Non-Hispanic,White,253.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",2,5,No,No,No,No,Yes,No,Usually,Yes,No,Yes,1,No,No,No,No,The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 10 inches and weighs 253 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and most of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",178
Female,1982,June,Non-Black Non-Hispanic,White,220.0,Never married cohabiting,HS Diploma,"Not enrolled, HS graduate",2,3,No,No,No,No,Unknown2,Unknown2,Never,Yes,Yes,Yes,1,No,Yes,No,No,The person is a 20-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 20-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 8 inches and weighs 220 lbs. She has never been married and is currently not living alone. She has a high school diploma and is not enrolled in college. She has held 2 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 3, in an urban area.",173
Female,1983,February,Non-Black Non-Hispanic,White,130.0,Never married cohabiting,HS Diploma,"Not enrolled, some college",3,5,No,No,No,No,No,Yes,Never,Yes,Yes,Yes,2,No,Yes,No,No,The person is a 19-year-old female who identifies herself as White. She has been arrested 2 times and has been convicted.,"The person is a 19-year-old female who identifies herself as White. She has been arrested 2 times and has been convicted. She is 5 feet 7 inches and weighs 130 lbs. She has never been married and is currently not living alone. She has a high school diploma and is not enrolled in college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived in a household of size 5. She considers that God has nothing to do with what happens to her personally.",170
Female,1982,October,Black,Black,275.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,1,6,No,No,No,No,Yes,No,Sometimes,Yes,No,Yes,1,Yes,No,No,Yes,The person is a 20-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is a 20-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 9 inches and weighs 275 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 4-year college. She has held 1 job during the year. She has used drugs in the past four years (marijuana) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 6, in an urban area. She considers that God has something to do with what happens to her personally.",175
Male,1981,May,Non-Black Non-Hispanic,White,165.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,3,5,No,No,No,Yes,No,No,Sometimes,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,The person is a 21-year-old male who identifies himself as White. He has been arrested 4 times and has been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 4 times and has been convicted. He is 5 feet 7 inches and weighs 165 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",170
Male,1984,April,Non-Black Non-Hispanic,White,170.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,5,5,No,Yes,No,No,No,No,Never,Yes,No,Yes,1,No,No,No,No,The person is an 18-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is an 18-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 11 inches and weighs 170 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 5 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",180
Male,1982,March,Non-Black Non-Hispanic,Asian or Pacific Islander,165.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",2,3,No,No,No,No,Yes,Yes,Never,Yes,No,Yes,1,No,Yes,No,No,The person is a 20-year-old male who identifies himself as Asian / Pacific Islander. He has been arrested 1 time and has been convicted.,"The person is a 20-year-old male who identifies himself as Asian / Pacific Islander. He has been arrested 1 time and has been convicted. He is 5 feet 8 inches and weighs 165 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 3, in an urban area. He considers that God has nothing to do with what happens to him personally.",173
Male,1982,April,Non-Black Non-Hispanic,White,160.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,2,3,No,No,No,No,No,No,Never,No,Yes,Yes,1,No,No,No,No,The person is a 20-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 20-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 9 inches and weighs 160 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 2 jobs during the year. He has used drugs in the past four years (cocaine) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",175
Male,1980,September,Hispanic,White,165.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,0,4,No,No,No,No,Yes,No,Never,Yes,No,Yes,1,No,No,No,No,The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 10 inches and weighs 165 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally.",178
Male,1980,November,Non-Black Non-Hispanic,White,168.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,1,5,No,Yes,No,No,No,No,Never,Yes,Yes,Yes,2,No,Yes,No,No,The person is a 22-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted. He is 5 feet 7 inches and weighs 168 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",170
Male,1983,May,Non-Black Non-Hispanic,White,135.0,Never married not cohabiting,GED,"Not enrolled, GED",3,4,No,No,No,No,No,No,Never,Yes,Yes,Yes,1,Yes,Yes,No,Yes,The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 10 inches and weighs 135 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in a rural area. He considers that God has something to do with what happens to him personally.",178
Male,1980,January,Non-Black Non-Hispanic,White,155.0,Never married cohabiting,HS Diploma,"Not enrolled, HS graduate",3,4,No,No,No,No,Yes,No,Usually,No,No,No,1,No,Yes,No,No,The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 10 inches and weighs 155 lbs. He has never been married and is currently not living alone. He has a high school diploma and is not enrolled in college. He has held 3 jobs during the year. He has not used any drugs in the past four years and most of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived in a household of size 4. He considers that God has something to do with what happens to him personally.",178
Male,1981,May,Hispanic,Black,215.0,Never married cohabiting,HS Diploma,"Not enrolled, some college",1,4,No,No,No,No,Yes,No,Never,No,No,No,1,No,No,No,No,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 9 inches and weighs 215 lbs. He has never been married and is currently not living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally.",175
Female,1983,July,Non-Black Non-Hispanic,White,110.0,Never married not cohabiting,GED,"Not enrolled, GED",1,4,No,No,No,No,Yes,No,Usually,Yes,Yes,Yes,1,Yes,No,Yes,Yes,The person is a 19-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted.,"The person is a 19-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted. She is 5 feet 4 inches and weighs 110 lbs. She has never been married and is currently living alone. She has a GED certificate and is not enrolled in college. She has held 1 job during the year. She has used drugs in the past four years (marijuana and cocaine) and most of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with both of her biological parents in a household of size 4, in an urban area. She considers that God has something to do with what happens to her personally.",163
Male,1980,August,Hispanic,White,170.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",3,5,No,No,No,No,Yes,Yes,Sometimes,Yes,No,Yes,1,No,Yes,No,No,The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 10 inches and weighs 170 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has nothing to do with what happens to him personally.",178
Male,1981,July,Non-Black Non-Hispanic,White,212.0,Never married not cohabiting,HS Diploma,Enrolled in 2yr college,2,3,No,No,No,No,Yes,No,Usually,Yes,No,Yes,1,No,No,No,No,The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 6 feet 1 inch and weighs between 200 and 224 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 2-year college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and most of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",185
Male,1982,January,Non-Black Non-Hispanic,White,275.0,Married with spouse,HS Diploma,"Not enrolled, 2yr college graduate",2,5,No,No,No,No,No,No,Never,Yes,Yes,Yes,2,No,Yes,No,No,The person is a 20-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted.,"The person is a 20-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted. He is 6 feet 2 inches and weighs 275 lbs. He is married and is currently living with his spouse. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",188
Male,1983,September,Non-Black Non-Hispanic,White,183.0,Never married not cohabiting,HS Diploma,Enrolled in 2yr college,4,5,No,No,No,No,No,No,Usually,Yes,No,Yes,1,No,No,No,No,The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 6 feet 4 inches and weighs 183 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 2-year college. He has held 4 jobs during the year. He has used drugs in the past four years (marijuana) and most of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",193
Male,1981,May,Non-Black Non-Hispanic,White,155.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,1,3,No,No,No,No,No,Yes,Never,Yes,No,Yes,1,Yes,No,Yes,Yes,The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 10 inches and weighs 155 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 1 job during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his adoptive parent(s) in a household of size 3, in an urban area. He considers that God has nothing to do with what happens to him personally.",178
Male,1982,May,Black,Black,208.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",0,4,No,No,No,No,Yes,No,Sometimes,No,No,No,5,No,Yes,No,No,The person is a 20-year-old male who identifies himself as Black. He has been arrested 5 times and has been convicted.,"The person is a 20-year-old male who identifies himself as Black. He has been arrested 5 times and has been convicted. He is 6 feet 3 inches and weighs 208 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has not used any drugs in the past four years and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived in a household of size 4. He considers that God has something to do with what happens to him personally.",190
Male,1982,September,Mixed Race Non-Hispanic,Other,155.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",0,5,No,No,No,No,Yes,No,Never,Yes,No,Yes,1,No,No,No,No,The person is a 20-year-old male who identifies himself as mixed race. He has been arrested 1 time but has not been convicted.,"The person is a 20-year-old male who identifies himself as mixed race. He has been arrested 1 time but has not been convicted. He is 5 feet 8 inches and weighs 155 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",173
Male,1982,January,Non-Black Non-Hispanic,White,160.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",0,3,No,No,No,No,No,No,Never,No,No,No,1,No,Yes,No,No,The person is a 20-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 20-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 9 inches and weighs 160 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological father in a household of size 3. He considers that God has something to do with what happens to him personally.",175
Female,1983,May,Non-Black Non-Hispanic,White,110.0,Never married cohabiting,HS Diploma,Enrolled in 2yr college,4,5,No,No,No,Yes,No,No,Never,Yes,Yes,Yes,4,No,Yes,No,No,The person is a 19-year-old female who identifies herself as White. She has been arrested 4 times and has been convicted.,"The person is a 19-year-old female who identifies herself as White. She has been arrested 4 times and has been convicted. She is 5 feet 2 inches and weighs 110 lbs. She has never been married and is currently not living alone. She has a high school diploma and is enrolled in a 2-year college. She has held 4 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally.",157
Female,1982,June,Non-Black Non-Hispanic,White,120.0,Never married cohabiting,HS Diploma,"Not enrolled, some college",0,2,No,No,No,No,Yes,No,Never,Yes,Yes,Yes,2,No,No,No,No,The person is a 20-year-old female who identifies herself as White. She has been arrested 2 times but has not been convicted.,"The person is a 20-year-old female who identifies herself as White. She has been arrested 2 times but has not been convicted. She is 5 feet 5 inches and weighs 120 lbs. She has never been married and is currently not living alone. She has a high school diploma and is not enrolled in college. She has held no jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 2, in an urban area. She considers that God has something to do with what happens to her personally.",165
Female,1982,July,Non-Black Non-Hispanic,White,145.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",4,3,No,No,No,No,Yes,No,Never,Yes,Yes,Yes,3,No,Yes,No,No,The person is a 20-year-old female who identifies herself as White. She has been arrested 3 times and has been convicted.,"The person is a 20-year-old female who identifies herself as White. She has been arrested 3 times and has been convicted. She is 5 feet 6 inches and weighs 145 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 4 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 3, in an urban area. She considers that God has something to do with what happens to her personally.",168
Male,1981,February,Hispanic,Hispanic or Latino,190.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",3,5,No,No,No,No,Yes,No,Never,Yes,No,Yes,4,No,Yes,No,No,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 4 times and has been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 4 times and has been convicted. He is 5 feet 8 inches and weighs 190 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",173
Female,1983,February,Black,Black,110.0,Married with spouse,HS Diploma,"Not enrolled, some college",2,5,No,No,No,No,No,No,Sometimes,No,No,No,1,No,No,No,No,The person is a 19-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is a 19-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 6 inches and weighs 110 lbs. She is married and is currently living with her spouse. She has a high school diploma and is not enrolled in college. She has held 2 jobs during the year. She has not used any drugs in the past four years and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally.",168
Male,1984,October,Non-Black Non-Hispanic,White,187.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",2,3,No,No,No,No,Yes,No,Usually,No,No,No,1,No,No,No,No,The person is an 18-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is an 18-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 11 inches and weighs between 175 and 199 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has not used any drugs in the past four years and most of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived in a household of size 3. He considers that God has something to do with what happens to him personally.",180
Female,1980,January,Non-Black Non-Hispanic,White,130.0,Married with spouse,HS Diploma,"Not enrolled, HS graduate",2,5,No,No,No,No,Yes,No,Never,Yes,No,Yes,1,No,No,No,No,The person is a 22-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted.,"The person is a 22-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted. She is 5 feet 2 inches and weighs 130 lbs. She is married and is currently living with her spouse. She has a high school diploma and is not enrolled in college. She has held 2 jobs during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with adults other than biological, foster or adoptive parents in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally.",157
Female,1984,August,Non-Black Non-Hispanic,White,245.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",4,5,No,Yes,No,Yes,Yes,Yes,Sometimes,Yes,No,Yes,2,Yes,No,No,Yes,The person is an 18-year-old female who identifies herself as White. She has been arrested 2 times but has not been convicted.,"The person is an 18-year-old female who identifies herself as White. She has been arrested 2 times but has not been convicted. She is 5 feet 8 inches and weighs 245 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 4 jobs during the year. She has used drugs in the past four years (marijuana) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 5, in an urban area. She considers that God has nothing to do with what happens to her personally.",173
Male,1984,January,Black,Black,270.0,Never married not cohabiting,HS Diploma,Enrolled in 2yr college,2,3,No,Yes,No,No,Yes,No,Usually,Yes,Yes,Yes,2,Yes,Yes,No,Yes,The person is an 18-year-old male who identifies himself as Black. He has been arrested 2 times and has been convicted.,"The person is an 18-year-old male who identifies himself as Black. He has been arrested 2 times and has been convicted. He is 6 feet 3 inches and weighs 270 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 2-year college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and most of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with adults other than biological, foster or adoptive parents in a household of size 3, in a rural area. He considers that God has something to do with what happens to him personally.",190
Male,1983,May,Non-Black Non-Hispanic,White,162.0,Never married not cohabiting,GED,"Not enrolled, GED",4,5,No,No,No,No,Yes,No,Sometimes,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,The person is a 19-year-old male who identifies himself as White. He has been arrested 3 times and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 3 times and has been convicted. He is 5 feet 11 inches and weighs between 150 and 174 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 4 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 5, in a rural area. He considers that God has something to do with what happens to him personally.",180
Male,1980,May,Non-Black Non-Hispanic,White,180.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,2,3,No,No,No,No,No,No,Never,Yes,Yes,Yes,1,No,No,No,No,The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 10 inches and weighs 180 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with adults other than biological, foster or adoptive parents in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",178
Male,1984,August,Non-Black Non-Hispanic,White,187.0,Never married not cohabiting,HS Diploma,Enrolled in 2yr college,2,6,No,No,No,No,Yes,No,Never,Yes,No,Yes,1,No,Yes,No,No,The person is an 18-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is an 18-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 6 feet 0 inches and weighs between 175 and 199 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 2-year college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally.",183
Female,1981,August,Non-Black Non-Hispanic,White,137.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,2,4,No,No,No,No,Yes,No,Never,Yes,Yes,Yes,2,No,Yes,No,No,The person is a 21-year-old female who identifies herself as White. She has been arrested 2 times and has been convicted.,"The person is a 21-year-old female who identifies herself as White. She has been arrested 2 times and has been convicted. She is 5 feet 3 inches and weighs 137 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 4-year college. She has held 2 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with both of her biological parents in a household of size 4, in an urban area. She considers that God has something to do with what happens to her personally.",160
Male,1983,February,Non-Black Non-Hispanic,White,210.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",5,3,No,No,No,Yes,Yes,No,Never,No,No,No,1,No,No,No,No,The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 6 feet 0 inches and weighs 210 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 5 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",183
Female,1980,June,Black,Black,187.0,Never married cohabiting,GED,"Not enrolled, GED",0,4,No,Yes,Yes,No,Yes,No,Never,Yes,No,Yes,1,No,No,No,No,The person is a 22-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is a 22-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 9 inches and weighs between 175 and 199 lbs. She has never been married and is currently not living alone. She has a GED certificate and is not enrolled in college. She has held no jobs during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 4, in an urban area. She considers that God has something to do with what happens to her personally.",175
Male,1981,September,Black,Black,189.0,Never married cohabiting,GED,"Not enrolled, GED",4,5,Yes,No,Yes,Yes,Yes,No,Never,Yes,No,Yes,2,No,Yes,No,No,The person is a 21-year-old male who identifies himself as Black. He has been arrested 2 times and has been convicted.,"The person is a 21-year-old male who identifies himself as Black. He has been arrested 2 times and has been convicted. He is 6 feet 2 inches and weighs 189 lbs. He has never been married and is currently not living alone. He has a GED certificate and is not enrolled in college. He has held 4 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",188
Female,1981,February,Black,Black,212.0,Never married not cohabiting,HS Diploma,"Not enrolled, 2yr college graduate",2,5,No,No,Yes,No,Yes,No,Always,Yes,No,Yes,1,No,No,No,No,The person is a 21-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is a 21-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 3 inches and weighs between 200 and 224 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 2 jobs during the year. She has used drugs in the past four years (marijuana) and all of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally.",160
Male,1980,September,Non-Black Non-Hispanic,White,140.0,Married with spouse,HS Diploma,"Not enrolled, HS graduate",2,6,No,No,Yes,No,No,Yes,Sometimes,Yes,No,Yes,1,No,No,No,No,The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 4 inches and weighs 140 lbs. He is married and is currently living with his spouse. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived in a household of size 6. He considers that God has nothing to do with what happens to him personally.",163
